id,year_reported_to_cdp, account_number, organization, city, country, cdp_region, reporting_authority, access, climate_hazard, adaptation_action, action_title, status_of_action, co_benefit_area, action_description_and_implementation_progress, finance_status, total_cost_of_project, total_cost_provided_by_the_local_government, primary_source_fund, web_link, population, population_year, city_location, last_update,,,,,,,,,,,,,,,
1622,2019,58511,"City of Richmond, CA","Richmond, CA",United States of America,North America,"CDP Cities, Global Covenant of Mayors",public,Flood and sea level rise > Coastal flood,Hazard resistant infrastructure design and construction,,,,"As part of its adaptation efforts, the City will develop a comprehensive vision for its extensive shoreline that addresses climate change impacts to private property, commercial and industrial assets, public infrastructure, water quality, ecological protection, public access, public health and recreation.The City of Richmond will protect and manage low-lying areas that are likely to be affected by sea level rise and storm surges. The City will work to develop a shoreline protection system that is initially built to accommodate a mid-term rise in sea level of 16 inches, along with an Adaptive Management Plan.",,,,,,110146,2018,POINT (-122.348 37.9358),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1623,2019,73666,Cuyahoga County,,United States of America,North America,"CDP Cities, Global Covenant of Mayors",public,,Incorporating climate change into long-term planning documents,Climate Change Action Plan,Operation,"Enhanced climate change adaptation, Enhanced resilience, Greening the economy, Improved public health, Improved resource efficiency (e.g. food, water, energy), Reduced GHG emissions, Shift to more sustainable behaviours, Social community and labour improvements","The Cuyahoga County Climate Change Action Plan is an effort to set targets for greenhouse gas emissions reduction, implement and track actions to meet targets, and adapt to climate change as it occurs across the county. We currently have a greenhouse gas inventory that contains emissions data from 2010-present. This is allowing us to track our emissions goals.",,,,,file:///H:/GHG/2017%20Attachments%20to%20CDP/Cuyahoga%20County%20Climate%20Action%20Plan.pdf,1248371,2017,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1624,2018,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Water-borne disease,Disease prevention measures,,Implementation,,,,,,,,3005413,2017,POINT (120.862 15.6835),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
1625,2019,50368,Municipalidad de Provincial de Arequipa,Arequipa,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Chemical change > Atmospheric CO2 concentrations,Air quality initiatives,Disminución de emisiones de GEI,Scoping,"Improved access to and quality of mobility services and infrastructure, Promote circular economy, Reduced GHG emissions, Shift to more sustainable behaviours","Se cuenta con iniciativas como la implementación del Sistema Integrado de Transporte – SIT, el Plan de Movilidad Urbana (en proceso de formulación) y la Creación del OPD (Organismo Público Descentralizado) SIT-Transportes para la planificación y gestión de la movilidad urbana en la ciudad.Se cuenta con la ordenanza municipal N° 927, que Regula el acceso al tránsito vehicular y peatonal en las vías de Centro Histórico de Arequipa, esta norma es conocida como el 'plaqueo'.Ademas contamos con un proyecto de Programa de Inversión ""Manejo Integral de Residuos Sólidos de la Provincia de Arequipa"" que viene realizando el MINAM con KFW, donde se incluye la construcción de un Relleno Sanitario, y valorización de residuos sólidos.Contamos con iniciativas de un proyecto se tiene el Programa de Implementación de Nuevos Modelos de Gestión para el Mejoramiento del Espacio Público Urbano como parte de la Estrategia de la Implementación de una Movilidad Urbana Sostenible e Inteligente.",,,,,,1009132,2017,POINT (-75.329 -11.0557),2019-11-29T08:56:56.313,176,,,,,,,,,,,,,,
1626,2019,60656,"City of Piedmont, CA",Piedmont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Wild fire > Forest fire,Other: Reduce risks of damage from extreme events,Reduce Urban Wildland Fire Risk,Scoping,"Disaster preparedness, Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience, Improved public health, Improved resource quality (e.g. air, water)","Manage the risk of urban wildland fires by assessing high priority wildfire risk areas, increasing vegetated corridors and buffer zones, and considering an ordinance in fire- prone areas that encourages low-fuel landscapes and fire- resistant plants.",Finance secured,4000,4000,Local,,11378,2017,POINT (-122.232 37.8244),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1627,2019,54683,Prefeitura Municipal de Franco da Rocha,Franco da Rocha,Brazil,Latin America,CDP Cities,public,Mass movement > Landslide,Landslide risk mapping,,Operation,,Desocupação e realocamento de moradores em áreas de risco.,,,,,,131,2010,POINT (-46.732 -23.3094),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1628,2018,54114,City of Asheville,Asheville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Extreme hot days,Tree planting and/or creation of green space,,Pre-implementation,,"The city is presently working with NEMAC to build a toolkit for the community on available opportunities and best management strategies to address heat. Additionally, the city is working on an Urban Tree Canopy plan.",,,,,,89121,2016,POINT (-82.5515 35.5951),2019-11-29T08:49:03.203,46,,,,,,,,,,,,,,
1629,2019,60104,Cambridge City Council,Cambridge,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Flood and sea level rise > Flash / surface flood,Other: Use of Sustainable drainage systems,,Implementation,,"All new developments are required to implement sustainable drainage systems to deal with surface water runoff.  Measures include green/brown roofs, permeable paving, swales, rills, bioretention, rain gardens, and surface water features such as ponds and lakes.  A climate change allowance of 40% must be factored into all surface water calculations.  Council policy takes an integrated water management approach in order to utilise the maximum amount of benefits of dealing with surface water close to its source, including opportunities for biodiversity enhancement, water reuse, improvements to water quality and maximising the amenity benefits of water.",,,,,,124919,2017,POINT (0.16353 52.2077),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1630,2018,58513,City of Medford,Medford,United States of America,North America,CDP Cities,public,Extreme hot days,Heat mapping and thermal imaging,,Implementation,,"We have created a heat map, and are currently looking at the urban heat island effect throughout the City. Identifying which places within the City are the most vulnerable to heat will be included in Medford's forthcoming climate adaptation plan.",,,,,,57797,2017,POINT (-122.876 42.3265),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
1631,2018,36159,City of Lisbon,Lisbon,Portugal,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Heat wave,Community engagement/education,,Pre-implementation,,Development of pilot actions in collaboration with Civil Parishes to adopt environmental sustainability measures at the neighborhood level in order to train local actors to adapt to climate change,,,,,,547733,2011,POINT (-9.13933 38.7223),2019-11-29T08:49:03.203,80,,,,,,,,,,,,,,
1632,2018,74569,"King County, WA",King County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Rain storm,Incorporating climate change into long-term planning documents,,Pre-implementation,,"We recently completed a study on projected changes in heavy precipitation and are examining how those changes affect stormwater management. Based on that work, we will be making recommendations on how to update our Stormwater Design Criteria Manual to account for projected increases.",,,,,,2188649,2017,POINT (121.984 47.548),2019-11-29T08:49:03.203,23,,,,,,,,,,,,,,
1633,2019,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,"CDP Cities, Global Covenant of Mayors",public,Extreme Precipitation > Rain storm,Other: maintenance/repair - infrastructure development,Munkesøvandløbet - reduction of overflow,Pre-implementation,"Ecosystem preservation and biodiversity improvement, Enhanced climate change adaptation, Enhanced resilience, Improved resource efficiency (e.g. food, water, energy)","This project supports The Waste Water Plan 2012-2026, which states that wastewater floods must be removed or reduced.In Espergærde, a city in Elsinore municipality, we have many river floods/overflow from the common sewer to the stream ""Munkesøvandløbet"". This occurs because there is no room in the sewer for both wastewater and rainwater. The Elsinore’s utility company is investigating how the number of floods can be reduced. The purpose is to improve water quality in the water stream and bathing water quality in the sound, and to adapt the sewage system to climate change.This action will result in less problems with floods in the smaller surrounding districts and in addition, we avoid unnecessary bacteria in the river.",Pre-feasibility study status,,,Other: The municipality and the Elsinore’s utility company,the project is not yet published on the municipality's website and information on budget is not yet available to the public.,62567,2019,POINT (12.5921 56.0308),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
1634,2018,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Drought,Maintenance/repair – leaking infrastructure,,Pre-implementation,,"Projetos de infraestrutura incluindo manejo de agua pluvial, sistema de infraestrutura-verde considerando o aumento da capacidade de infiltração de água no subsolo.",,,,,,499028,2017,POINT (-43.1184 -22.8928),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
1635,2018,54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,CDP Cities,public,Drought,Xeriscapes – low water landscaping design,,Implementation,,Plant Establishing Ecological corridors,,,,,,,,POINT (18.627 -32.0951),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
1636,2019,55379,Santa Fé Ciudad,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Flood and sea level rise > River flood,Community engagement/education,Inmobiliaria Social,,"Disaster Risk Reduction, Social community and labour improvements, Social inclusion, social justice",-,resguardo y asesoramiento legal y práctico a las familias que enfrentan estas dificultades,,,,,,398927,2010,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,
1637,2019,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Flood and sea level rise > Coastal flood,Flood defences – development and operation & storage,"Zandmotor, Scheveningen Boulevard",Operation,"Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience","The KNMI has researched the effects on climate change and, according to their findings, the sea level has risen 18cm in the 20th century and wil still rise 15 to 3 cm till 2050. The Hague takes this information into consideration to take appropiate measures. One of this is the Zandmotor (Sand Motor, in English) which is a sand replenishment operation that keeps the west of the Netherlands above water. The Zandmotor is a great example of building with nature and it is unique.in its kind.",Finance secured,,,(Sub)national,https://www.hhdelfland.nl/Ontdek-Delfland/de-natuur-zorgt-voor-onze-duinen  https://www.denhaag.nl/nl/in-de-stad/wonen-en-bouwen/bouwprojecten/gebiedsontwikkeling-scheveningen-kust/ontwikkelingen-aan-noordboulevard-in-scheveningen.htm,539040,2019,POINT (4.3007 52.0705),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
